mq2_level,mq2_delta,mq7_level,mq7_delta,temp_delta,humidity_delta,acc_mag,acc_rms,acc_variance,dominant_freq,anomaly_duration,fire,smoke,co_gas,structural
0.49135492428014765,0.08185086660174143,0.4194074440202504,0.11479175279631737,7.090949803242603,-17.799145881758793,0.9348501673009197,0.1799264218662403,0.018432335340553056,2.2701814444901136,10.077207962772587,1,1,1,0
0.08118528947223794,0.0027898772130408368,0.05797880430957836,0.007327236865873834,0.3682099526511078,2.8517596139301364,1.0198042692950158,0.12713516576204176,0.01818002249699923,0.6161260317999944,1.822634555704315,0,0,0,0
0.23693159595200372,0.11625222843539819,0.4277499061504463,0.07772816832882906,2.9351332282682328,-4.023278859936161,1.310539815907294,0.11602287406094021,0.004539108810498586,1.7379422752781755,19.574184788703818,0,1,1,0
0.32486366434275626,0.09214017645310713,0.13632755555559434,0.011957999576221703,9.25617649894949,-18.308909300302847,2.296915836783702,0.8927878151302845,0.16811426770153204,6.394220566903776,6.104920225348446,1,1,0,1
0.10154614284548341,0.014137146876952342,0.11477093184532836,0.015425406933718916,-0.7778660447977289,-1.4153427145572737,0.9695214357150779,0.17946551388133902,0.01907564567799918,1.327245062131623,0.1906750508580709,0,0,0,0
0.27405902403888094,0.052541912674409524,0.10288247127617771,0.01774425485152653,2.3236742809799136,-3.804057540616983,1.327946872333797,0.16411775729253464,0.01727703872951539,2.4274179498864026,6.282862671180609,0,1,0,0
0.35778648350417175,0.11334037565104234,0.2908966223766936,0.1838838497734967,4.614381770563153,-0.8961707696437031,1.3533306831258292,0.08431972482374338,0.0032324173850349965,1.2243786322844201,13.55079138681911,0,1,1,0
0.10074401551640626,0.017921825998469865,0.06134045174634231,0.002201038490553535,-0.31619451237417495,-0.7289221137374371,1.3908088595534958,0.17910958748845152,0.0012016117854045305,1.7768682564439144,1.252233009446337,0,0,0,0
0.03198653673336828,0.0067523034280725595,0.14257826150862749,0.006464058640415105,0.5563718652300982,2.030189588951778,1.1181777614275763,0.1957673124081441,0.028910971553321226,1.1294557395634104,1.4917455176771564,0,0,0,0
0.04848404943774676,0.0007377389470906559,0.0992433634173866,0.01005358046457723,-0.845563746250032,-2.2135353576338854,1.4449595315799924,0.08593428360004587,0.005201951290645469,1.7236319006939076,2.956951362331802,0,0,0,0
0.08721355474058785,0.015232392306574352,0.05089288071901196,0.014564326972237192,0.10334939815775979,1.3230583059357945,1.2801178264565367,0.1303662026112138,0.0036184033315778408,2.588256238973095,0.9623401949152075,0,0,0,0
0.02407751415547639,0.011817858863764836,0.10808336703949672,0.00033175657855712305,0.5362791748978428,-2.7350422480206205,1.2871036742456698,0.07615496435074873,0.021037194404971513,1.4668383657513435,2.8101899662102037,0,0,0,0
0.37809197257593274,0.1133101457273268,0.4958631579706909,0.1845665389928866,3.017089373146102,1.59984046034179,1.3903333201207295,0.13328012173991938,0.016359866772324188,1.1046307272511293,18.419209939711642,0,1,1,0
0.3322169434923925,0.11519612595026005,0.03093819544935635,0.0032325742818922754,2.6728079283816792,1.0642905965958995,0.9055182309699779,0.06522073142990482,0.020241551304133618,0.5126539596155467,12.409612992127823,0,1,0,0
0.33758420363336616,0.18380698327656703,0.4392234761580165,0.1238776540728296,9.786831755983577,-10.462264357500219,1.240985162001283,0.06405121517421387,0.011663758288723573,1.1630059192043136,8.733401829172623,1,1,1,0
0.5383291866652844,0.19454299656338797,0.023161075636089,0.012909445918143357,11.11805673280416,-16.466613295164972,1.4723571462015523,0.18722965853306728,0.011734602307407888,0.5386415413221686,11.391368200426953,1,1,0,0
0.5070805751747844,0.16111529266313068,0.04203405706919203,0.011136025249167004,10.182094445971607,-11.57019099215469,1.242036702053619,0.06457647406561529,0.01883520957427592,2.975134625260658,11.032876117076572,1,1,0,0
0.2543589345073379,0.0875582952639944,0.233658064042762,0.11983970271986903,2.281945819522607,0.11342398860937841,1.2009097768123198,0.1697442768450163,0.01984895399255519,2.2549171931442586,13.597024885906073,0,1,1,0
0.04865412521282844,0.011816665211380216,0.023965032492076425,0.0007469637749842883,1.4678016819789748,-1.3980935858873709,0.9762363075911309,0.12833648900822067,0.023329813039859714,1.0395525687421079,1.8686714274570009,0,0,0,0
0.02516817211686077,0.01062709263136296,0.09028256580931385,0.012748598029964132,1.1782740011679849,4.758520794625346,1.2097802089807173,0.09844347094118691,0.024060399648292406,1.1770806281551855,1.3169142621169083,0,0,0,0
0.022535074341545752,0.019252968293558503,0.12867741566658675,0.01391948412187396,0.22685883324280964,-3.2670567992915425,0.9938622256026517,0.0875364347246893,0.016927573276477495,2.286489806750156,1.9805921301531937,0,0,0,0
0.1154865280663194,0.014757938333915371,0.0920660268264821,0.012234414924687045,0.2588001872833696,-2.5226901049884254,1.113583607190757,0.16367691656965538,0.0014174111702629202,0.7901816012672906,0.13800792606525825,0,0,0,0
0.10554605840110072,0.014073157187600474,0.08164259778135227,0.0019566832130200294,0.4748476253504972,-0.2652822921943434,1.0039211219460091,0.11507774738569597,0.012556637297523827,2.039625245130541,1.9052809526029315,0,0,0,0
0.2653973837654348,0.11432882184423532,0.08540771361541141,0.017129796823766447,3.3747586714745497,-3.370655729185703,0.9423412484402579,0.14636289173094735,0.0017688280057070326,1.9644389531836581,10.910551103843414,0,1,0,0
0.11414648087765251,0.0077220527560154855,0.14495477329710885,0.018107012839121275,-0.4126265956321107,-4.3063869912483455,0.960466800826456,0.052733273847732465,0.0037388458619219233,2.207516933540892,0.21356594538068696,0,0,0,0
0.10448753109694545,0.00046543871471651734,0.12588090273656166,0.005637095495467999,-0.6455055171350312,1.9673716536415062,1.2773657080679304,0.18162080202905795,0.022317060270312685,2.5087023259621213,0.8461037177139195,0,0,0,0
0.09506147516408583,0.016136694785345282,0.1487656684600875,0.00825235353822853,0.1160542573783494,2.764129607419968,2.3340610294867123,0.8464040986737618,0.1307353321427,9.219058597484837,12.080942419581623,0,0,0,1
0.10955232284962005,0.007784033574683263,0.021408894692438788,0.018107639528385275,-0.7261399696415993,-1.8068636240958513,1.470037180230483,0.19259107204063342,0.017629698755575296,2.079593030424498,1.3453365659349594,0,0,0,0
0.0528664545369916,0.013450369121540769,0.1178086888268984,0.01583158087451697,1.3688544283836617,-4.087938969513097,1.1966521828215488,0.05863381400249665,0.01693633758738833,1.6038262534334424,2.663112548274899,0,0,0,0
0.031706701642760585,0.0028598336410567173,0.1189963821232714,0.012364361266325221,-0.6966319716316293,-4.158931938850026,1.320581478875472,0.06091445095462904,0.02483394171942033,2.2656055678912406,0.2440463419256993,0,0,0,0
0.5172240347831576,0.0666796223459227,0.06818347911869582,0.016255991345150052,8.955750625745155,-19.86375626279097,1.3520269111553649,0.10643893782963737,0.003421520784261394,2.442867289818592,12.561248987917768,1,1,0,0
